N	eps_F	eps_C	eps_E
0.00000000000003428746	0.16870709157232718911	0.17510165240638622675	0.92476281105176549868
0.00000000000002571559	0.10839054457023032663	0.09986446345815168379	1.36662148781938386222
0.00000000000001928669	0.26107297028651310633	0.46648595127753555989	1.48882865042584500159
0.00000000000001446502	0.01476396038201759596	0.95531460170338045046	1.65177153390112674280
0.00000000000001084877	0.31364805282397656416	1.00000000000000000000	1.00000000000000000000
0.00000000000000813657	0.75153073709863560392	1.00000000000000000000	1.00000000000000000000
0.00000000000000610243	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
0.00000000000000457682	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
0.00000000000000343262	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
0.00000000000000257446	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
0.00000000000000193085	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
0.00000000000000144814	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
0.00000000000000108610	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
